"#","ML Number","Status","Address","City","Zip","Legal Subdivision Name","Heated Area","Tax ID","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Ownership","Tax","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP / SqFt","SP/SqFt","SP / LP","List Office","List Agent","List Agent ID","Selling Office ID","LSC List Side","List Office Primary Board ID"
"1","GC520652","SLD","17006 NW 171ST PL","ALACHUA","32615","N/A","3,090","03049-001-005","$778,000","4","3","0","1984","Private","Single Family Residence","Fee Simple","$10,721.13","20","20","20","Conventional","06/11/2024","$258.58","$251.78","0.97","HORIZON REALTY OF ALACHUA INC","Leslie Morgan","259500935","259500025","Gainesville-Alachua","Gainesville-Alachua"
"1","GC519556","SLD","2103 NW 24TH ST","GAINESVILLE","32605","MAPLE HILL","4,222","06427-020-011","$778,200","4","3","1","1998","None","Single Family Residence","Fee Simple","$11,481.98","114","114","114","Cash","09/12/2024","$207.25","$184.32","0.89","BOSSHARDT REALTY SERVICES LLC","Amy Yang","259506118","55055","Gainesville-Alachua","Gainesville-Alachua"
"1","GC519835","SLD","621 SW 26TH PL","GAINESVILLE","32601","N/A","2,840","15690-001-000","$779,000","3","2","0","1952","Private","Single Family Residence","Fee Simple","$4,817.66","3","3","4","Conventional","04/05/2024","$274.30","$274.3","1.00","COLDWELL BANKER M.M. PARRISH R","Patti Alvarado","259504997","259505695","Gainesville-Alachua","Gainesville-Alachua"
"1","GC522191","SLD","3839 SW 78TH ST","GAINESVILLE","32608","KENWOOD","3,281","06849-002-025","$779,500","4","3","1","2002","Private","Single Family Residence","Fee Simple","$9,025.00","91","91","91","Cash","09/04/2024","$243.52","$237.58","0.98","BOSSHARDT REALTY SERVICES LLC","Ken Cornell","259503253","259504926","Gainesville-Alachua","Gainesville-Alachua"
"1","GC525663","SLD","3904 SW 95TH DR","GAINESVILLE","32608","HAILE PLANTATION UNIT 33 PH I","2,860","06860-331-044","$779,900","4","3","1","1997","Private","Single Family Residence","Fee Simple","$11,390.71","4","4","10","Conventional","11/29/2024","$274.44","$272.69","0.99","MATCHMAKER REALTY OF ALACHUA COUNTY","Scott Arvin","259503590","259507001","Gainesville-Alachua","Gainesville-Alachua"
"1","GC523811","SLD","10015 SW 2ND PL","GAINESVILLE","32607","FORT CLARK FOREST","3,481","06661-057-000","$780,000","4","4","0","1988","None","Single Family Residence","Fee Simple","$7,262.88","27","27","27","Cash","09/10/2024","$238.44","$224.07","0.94","REAL BROKER, LLC","Paul Curlings","259505857","259500035","Gainesville-Alachua","Orlando Regional"
"1","GC519827","SLD","1524 SW 115TH ST","GAINESVILLE","32607","BALMORAL","3,051","04423-010-011","$780,000","4","3","0","1999","Private","Single Family Residence","Fee Simple","$9,311.81","47","47","47","Conventional","05/22/2024","$262.21","$255.65","0.98","FLORIDA HOMES REALTY & MORTGAGE LLC","Heather Damron","259505195","259504926","Gainesville-Alachua","Gainesville-Alachua"
"1","GC517649","SLD","5629 NW 97TH ST","GAINESVILLE","32653","HAMMOCK THE","3,727","06037-045-000","$780,000","5","3","1","1979","None","Single Family Residence","Fee Simple","$5,149.00","19","19","19","Cash","03/08/2024","$219.75","$209.28","0.95","BHGRE THOMAS GROUP","Kim Chalmers","259505909","259504964","Gainesville-Alachua","Gainesville-Alachua"
"1","GC524401","SLD","4335 SW 83RD WAY","GAINESVILLE","32608","HAILE PLANTATION UNIT 9 PH I-A","3,523","06860-090-032","$782,500","5","3","0","2002","None","Single Family Residence","Fee Simple","$15,445.31","11","11","11","Conventional","10/04/2024","$234.18","$222.11","0.95","MOMENTUM REALTY - GAINESVILLE","Kelly Crews","259505122","259500004","Gainesville-Alachua","Gainesville-Alachua"
"1","GC521588","SLD","10818 SW 20TH PL","GAINESVILLE","32607","ABBEY GLEN","2,665","04422-010-019","$785,000","4","3","0","2001","Private","Single Family Residence","Fee Simple","$8,000.00","0","0","0","Conventional","04/29/2024","$294.56","$294.56","1.00","BHGRE THOMAS GROUP","Tiffany Thomas","259503896","264000987","Gainesville-Alachua","Gainesville-Alachua"
"1","GC518198","SLD","12050 SW 32ND LN","GAINESVILLE","32608","OAKMONT","3,191","04427-111-562","$786,700","4","3","1","2023","Community","Single Family Residence","Co-op","$0.00","47","47","47","Conventional","05/24/2024","$247.10","$246.54","1.00","ICI SELECT REALTY","Ali Kargar","253004979","259504926","Gainesville-Alachua","Tampa"
"1","GC523157","SLD","17605 NW 278TH AVE","ALACHUA","32615","ROLLING HILLS","3,217","02796-010-006","$787,500","4","2","1","2005","Private","Single Family Residence","Fee Simple","$6,570.00","64","64","74","Cash","10/14/2024","$247.12","$244.79","0.99","UNIVERSITY REALTY","Eric Leightman","259503308","259500037","Gainesville-Alachua","Gainesville-Alachua"
"1","GC520857","SLD","3321 SW 94TH DR","GAINESVILLE","32608","HAILE PLANTATION UNIT 34 PH II","2,972","06860-342-017","$790,000","5","3","1","2000","None","Single Family Residence","Fee Simple","$7,421.00","5","5","5","Conventional","06/07/2024","$269.15","$265.81","0.99","BHGRE THOMAS GROUP","Tiffany Thomas","259503896","259504926","Gainesville-Alachua","Gainesville-Alachua"
"1","GC517931","SLD","4525 SW 105TH DR","GAINESVILLE","32608","HAILE PLANTATION","3,595","06860-210-028","$790,000","4","3","1","1998","Private","Single Family Residence","Fee Simple","$9,428.00","19","19","20","Conventional","02/14/2024","$222.25","$219.75","0.99","BOSSHARDT REALTY SERVICES LLC","Michele Loeffler","259500408","259504964","Gainesville-Alachua","Gainesville-Alachua"
"1","GC521517","SLD","2281 NW 24TH AVE","GAINESVILLE","32605","HERMITAGE","2,964","09003-005-046","$792,000","3","2","2","1983","Private","Single Family Residence","Fee Simple","$1,091.00","5","5","8","Conventional","06/14/2024","$267.21","$267.21","1.00","COLDWELL BANKER M.M. PARRISH R","Lauretta Fogg","259500478","259505695","Gainesville-Alachua","Gainesville-Alachua"
"1","GC517060","SLD","11218 SW 34TH RD","GAINESVILLE","32608","OAKMONT PH 1 UNIT 1B","3,455","04427-111-134","$792,500","5","4","0","2015","None","Single Family Residence","Fee Simple","$12,418.68","222","222","222","Cash","06/26/2024","$231.26","$229.38","0.99","BOSSHARDT REALTY SERVICES LLC","Kevin Banes","259505057","261010896","Gainesville-Alachua","Gainesville-Alachua"
"1","GC515706","SLD","13229 SW 9 RD","NEWBERRY","32669","TOWN OF TIOGA","2,274","04333-120-457","$797,970","4","4","0","2024","Community","Single Family Residence","Fee Simple","$0.00","79","79","80","Cash","04/04/2024","$338.12","$350.91","1.04","TIOGA REALTY INC","Amber Beckham","259506042","259504874","Gainesville-Alachua","Gainesville-Alachua"
"1","GC521378","SLD","1402 SW 88TH DR","GAINESVILLE","32607","COBBLEFIELD","3,115","06672-300-136","$799,000","5","3","1","2004","Private, Community","Single Family Residence","Fee Simple","$1,285.00","5","5","17","Cash","06/12/2024","$256.50","$256.5","1.00","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Anne Banks","259506867","259500004","Gainesville-Alachua","Gainesville-Alachua"
"1","GC524751","SLD","3610 NW 18TH PL","GAINESVILLE","32605","WILLOWCROFT","3,364","06415-010-015","$800,000","4","3","0","2006","None","Single Family Residence","Fee Simple","$8,334.00","5","5","5","Cash","11/13/2024","$235.43","$237.81","1.01","COLDWELL BANKER M.M. PARRISH REALTORS","Lauretta Fogg","259500478","259500004","Gainesville-Alachua","Gainesville-Alachua"
"1","GC522547","SLD","1649 SW 188TH ST","NEWBERRY","32669","DYLANS GROVE PH 1","3,130","04389-010-001","$800,000","4","4","0","2006","Private","Single Family Residence","Fee Simple","$11,139.00","98","98","98","Conventional","10/21/2024","$260.38","$255.59","0.98","BOSSHARDT REALTY SERVICES LLC","Abby Basci","259506215","259505695","Gainesville-Alachua","Gainesville-Alachua"
"1","O6178544","SLD","11081 SW 38TH BLVD","GAINESVILLE","32608","OAKMONT PH 3 PB 35 PG 60","3,114","04427-111-462","$800,000","4","3","1","2020","None","Single Family Residence","Fee Simple","$13,477.42","39","39","39","Conventional","04/12/2024","$268.14","$256.9","0.96","MILLENIUM REALTY GROUP","Joe Stout","261072513","259505695","Orlando Regional","Orlando Regional"
"1","GC519008","SLD","10052 NW 208TH TER","ALACHUA","32615","HOPEWELL ESTATES","2,606","01731-010-015","$800,000","4","3","0","2020","None","Single Family Residence","Fee Simple","$4,456.00","2","2","2","Cash","03/14/2024","$306.98","$306.98","1.00","RE/MAX PROFESSIONALS","Jenny Highlander","259505388","259500046","Gainesville-Alachua","Gainesville-Alachua"
"1","GC518698","SLD","10373 SW 26TH PL","GAINESVILLE","32608","ESTATES OF WILDS PLANTATION","3,225","06852-100-094","$800,000","4","3","1","2017","None","Single Family Residence","Fee Simple","$10,173.00","150","150","150","Conventional","07/24/2024","$255.81","$248.06","0.97","COLDWELL BANKER M.M. PARRISH, REALTORS","Daurine Wehbe","259505727","259500054","Gainesville-Alachua","Gainesville-Alachua"
"1","GC523819","SLD","2006 NW 104TH WAY","GAINESVILLE","32606","CARRIAGE WAY","3,437","06303-050-005","$805,000","5","3","0","1967","Private","Single Family Residence","Fee Simple","$10,323.36","82","82","93","Cash","12/12/2024","$240.01","$234.22","0.98","COLDWELL BANKER M.M. PARRISH REALTORS","Rana Schafer","259503515","259500004","Gainesville-Alachua","Gainesville-Alachua"
"1","GC523189","SLD","3748 SW 108TH DR","GAINESVILLE","32608","OAKMONT","2,537","04427-111-811","$808,703","4","3","0","2024","Community","Single Family Residence","Co-op","$0.00","0","0","0","Conventional","11/13/2024","$312.19","$318.76","1.02","ICI SELECT REALTY","Ali Kargar","253004979","259500046","Gainesville-Alachua","Pinellas Suncoast"
"1","GC521050","SLD","13181 SW 8TH LN","NEWBERRY","32669","TOWN OF TIOGA","2,685","04333-118-418","$810,000","4","4","0","2020","Community","Single Family Residence","Fee Simple","$8,484.67","17","17","19","Cash","07/22/2024","$307.26","$301.68","0.98","RE/MAX PROFESSIONALS","Lynn Hughes","259505750","259500046","Gainesville-Alachua","Gainesville-Alachua"
"1","GC518544","SLD","10505 SW 41ST PL","GAINESVILLE","32608","HAILE PLANTATION","4,801","06860-220-016","$810,000","4","2","1","1995","Private","Single Family Residence","Fee Simple","$11,147.32","10","10","10","Cash","02/29/2024","$166.61","$168.71","1.01","WATSON REALTY CORP","Jonathan Colon","259500568","259500046","Gainesville-Alachua","Gainesville-Alachua"
"1","GC517219","SLD","2905 SW 298TH ST","NEWBERRY","32669","NONE","2,740","02519-007-000","$810,000","4","3","1","2023","None","Single Family Residence","Fee Simple","$394.58","68","68","85","Conventional","03/26/2024","$310.11","$295.62","0.95","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Wendy Swan","259506765","259505695","Gainesville-Alachua","Gainesville-Alachua"
"1","GC511925","SLD","646 SW 142ND WAY","NEWBERRY","32669","WIMBERLEY SUB PB 37 PG 62","2,587","04343-010-037","$810,527","4","3","0","2024","None","Single Family Residence","Fee Simple","$1,862.00","0","0","5","Conventional","05/08/2024","$313.31","$313.31","1.00","BHGRE THOMAS GROUP","Tiffany Thomas","259503896","259506003","Gainesville-Alachua","Gainesville-Alachua"
"1","GC520719","SLD","3559 SW 86TH ST","GAINESVILLE","32608","HAILE PLANTATION UNIT 34 PH 6","3,287","06860-346-012","$814,000","4","2","1","2005","Private","Single Family Residence","Fee Simple","$11,610.54","210","210","210","Conventional","12/10/2024","$258.56","$247.64","0.96","COLDWELL BANKER M.M. PARRISH R","Jeff Quigley","259500615","259500004","Gainesville-Alachua","Gainesville-Alachua"
"1","GC517743","SLD","10320 SW 17TH PL","GAINESVILLE","32607","CAMBRIDGE FOREST PH V","3,910","06666-030-049","$814,000","5","3","2","2002","None","Single Family Residence","Fee Simple","$9,077.10","42","42","74","Conventional","02/29/2024","$211.00","$208.18","0.99","WATSON REALTY CORP- TIOGA","Eric Ascher","259505945","259504044","Gainesville-Alachua","Gainesville-Alachua"
"1","GC525944","SLD","573 SW 132ND TER","NEWBERRY","32669","TOWN OF TIOGA","3,238","04333-100-259","$815,000","4","3","1","2007","Community","Single Family Residence","Fee Simple","$13,777.00","5","5","5","Conventional","12/20/2024","$254.48","$251.7","0.99","COLDWELL BANKER M.M. PARRISH REALTORS","Lauretta Fogg","259500478","259508186","Gainesville-Alachua","Gainesville-Alachua"
"1","GC524027","SLD","9522 SW 34TH LN","GAINESVILLE","32608","HAILE PLANTATION UNIT 35 PH 1","3,183","06860-351-013","$815,000","4","3","0","2000","Private","Single Family Residence","Fee Simple","$12,516.00","106","106","106","Conventional","12/05/2024","$259.19","$256.05","0.99","COLDWELL BANKER M.M. PARRISH REALTORS","Rana Schafer","259503515","259505669","Gainesville-Alachua","Gainesville-Alachua"
"1","GC514992","SLD","4866 SW 95TH TER","GAINESVILLE","32608","HAILE PLANTATION SPALDING PLACE","3,982","06860-162-029","$815,000","5","3","1","1998","Community","Single Family Residence","Fee Simple","$9,363.48","164","164","164","Conventional","04/25/2024","$217.23","$204.67","0.94","COLDWELL BANKER M.M. PARRISH R","Cindy Birk","259503772","259505695","Gainesville-Alachua","Gainesville-Alachua"
"1","GC519986","SLD","3215 SW 115TH TER","GAINESVILLE","32608","OAKMONT PH 1 UNIT 1A","2,761","04427-111-039","$822,000","3","3","0","2015","None","Single Family Residence","Fee Simple","$13,613.17","12","12","12","Conventional","05/21/2024","$301.30","$297.72","0.99","COLDWELL BANKER M.M. PARRISH R","Cindy Birk","259503772","259504964","Gainesville-Alachua","Gainesville-Alachua"
"1","GC520993","SLD","16776 NW 2ND RD","NEWBERRY","32669","PARKWEST ESTATES","4,845","04287-010-007","$824,000","5","5","0","2008","Private","Single Family Residence","Fee Simple","$11,398.97","89","89","95","Conventional","08/15/2024","$170.07","$170.07","1.00","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Cody Loomis","259507757","780027","Gainesville-Alachua","Gainesville-Alachua"
"1","GC525866","SLD","1406 SW 105TH TER","GAINESVILLE","32607","GRANITE PARKE","2,846","06665-010-010","$825,000","4","3","1","2002","Private","Single Family Residence","Fee Simple","$6,832.00","34","34","34","VA","12/31/2024","$298.63","$289.88","0.97","COLDWELL BANKER M.M. PARRISH REALTORS","Lynne Saunders","259505115","259504874","Gainesville-Alachua","Gainesville-Alachua"
"1","GC520442","SLD","9711 SW 33RD LN","GAINESVILLE","32608","HAILE PLANTATION UNIT 35 PH 1","3,130","06860-351-020","$825,000","5","4","0","2002","Private","Single Family Residence","Fee Simple","$12,601.57","11","11","12","Cash","06/06/2024","$271.57","$263.58","0.97","BHHS FLORIDA REALTY","Josef Parr","259505296","259507237","Gainesville-Alachua","Gainesville-Alachua"
"1","GC518874","SLD","10817 SW 34TH RD","GAINESVILLE","32608","OAKMONT","3,102","04427-111-442","$829,284","4","3","1","2024","Community","Single Family Residence","Co-op","$0.00","0","0","0","Conventional","05/24/2024","$267.34","$267.34","1.00","ICI SELECT REALTY","Ali Kargar","253004979","55055","Gainesville-Alachua","Tampa"
"1","GC523455","SLD","3843 SW 92ND DR","GAINESVILLE","32608","HAILE PLANTATION UNIT 34 PH I","3,980","06860-341-013","$830,000","3","3","1","2001","Private","Single Family Residence","Fee Simple","$14,127.86","258","57","57","Conventional","09/30/2024","$225.88","$208.54","0.92","BHHS FLORIDA REALTY","Joe Freck","259500369","259500037","Gainesville-Alachua","Gainesville-Alachua"
"1","GC523056","SLD","9344 SW 32ND PL","GAINESVILLE","32608","HAILE PLANTATION","3,297","06860-342-012","$830,000","5","3","1","2000","Private","Single Family Residence","Fee Simple","$9,116.00","14","14","20","Conventional","07/31/2024","$256.29","$251.74","0.98","COLDWELL BANKER M.M. PARRISH REALTORS","Lauretta Fogg","259500478","259500037","Gainesville-Alachua","Gainesville-Alachua"
"1","GC518961","SLD","3315 SW 93RD WAY","GAINESVILLE","32608","HAILE PLANTATION UNIT 34 PH II","3,362","06860-342-028","$830,000","5","4","0","1999","Private","Single Family Residence","Fee Simple","$10,326.67","6","6","6","Conventional","06/04/2024","$252.83","$246.88","0.98","MATCHMAKER REALTY OF ALACHUA COUNTY","Gia Arvin","259503472","259500037","Gainesville-Alachua","Gainesville-Alachua"
"1","GC517590","SLD","3815 SW 120TH DR","GAINESVILLE","32608","OAKMONT","2,638","04427-111-660","$836,825","4","3","0","2023","Community","Single Family Residence","Co-op","$0.00","0","0","0","Conventional","04/19/2024","$317.22","$317.22","1.00","ICI SELECT REALTY","Ali Kargar","253004979","259500046","Gainesville-Alachua","Tampa"
"1","GC515881","SLD","10794 SW 36TH PL","GAINESVILLE","32608","OAKMONT","3,012","04427-111-438","$839,000","5","4","0","2023","Community","Single Family Residence","Co-op","$0.00","280","280","280","Conventional","06/24/2024","$293.21","$278.55","0.95","ICI SELECT REALTY","Ali Kargar","253004979","259504926","Gainesville-Alachua","Tampa"
"1","GC523114","SLD","7118 NW 41 LN","GAINESVILLE","32606","SANCTUARY","3,392","06049-010-030","$840,000","6","4","1","1998","Private","Single Family Residence","Fee Simple","$9,775.00","9","9","12","Cash","08/01/2024","$250.56","$247.64","0.99","COLDWELL BANKER M.M. PARRISH REALTORS","Rana Schafer","259503515","259505361","Gainesville-Alachua","Gainesville-Alachua"
"1","OM679079","SLD","10910 NW 9TH PL","GAINESVILLE","32606","PINE HILL ESTATE ADD 1","4,488","04321-028-029","$850,000","5","3","1","1967","Private","Single Family Residence","Fee Simple","$6,149.22","151","151","152","Conventional","12/06/2024","$200.51","$189.39","0.94","THE AMERICAN DREAM","Lacey Wheeler","259507298","261010944","Ocala - Marion","Ocala - Marion"
"1","GC521927","SLD","2516 NW 140TH TER","GAINESVILLE","32606","TURNBERRY LAKE PH 2","3,480","04222-200-077","$850,000","5","4","1","2008","Community","Single Family Residence","Fee Simple","$9,628.63","2","2","3","Cash","07/12/2024","$248.56","$244.25","0.98","PEPINE REALTY","Mark Gajda","259505420","259504837","Gainesville-Alachua","Gainesville-Alachua"
"1","GC520756","SLD","3145 NW 135TH WAY","GAINESVILLE","32606","PARKS EDGE","3,077","04215-010-002","$850,000","5","4","0","2023","None","Single Family Residence","Fee Simple","$2,035.00","41","41","41","Conventional","06/28/2024","$324.34","$276.24","0.85","BHGRE THOMAS GROUP","Tiffany Thomas","259503896","259504926","Gainesville-Alachua","Gainesville-Alachua"
"1","GC520143","SLD","3356 SW 114TH WAY","GAINESVILLE","32608","OAKMONT PH 1 UNIT 1B","3,611","04427-111-120","$850,000","4","3","1","2016","None","Single Family Residence","Fee Simple","$13,346.11","13","13","14","Conventional","06/03/2024","$240.93","$235.39","0.98","BHGRE THOMAS GROUP","Rachel Kerensky","259506412","264000445","Gainesville-Alachua","Gainesville-Alachua"
"1","GC517765","SLD","11331 SW 34TH RD","GAINESVILLE","32608","OAKMONT","3,005","04427-111-187","$850,000","4","3","0","2022","None","Single Family Residence","Fee Simple","$13,078.00","69","69","73","Private","03/08/2024","$294.51","$282.86","0.96","BHHS FLORIDA REALTY","Cheryl Hartley","259503267","259504926","Gainesville-Alachua","Gainesville-Alachua"
"1","GC515282","SLD","6216 NW 81ST DR","GAINESVILLE","32653","SAN FELASCO ESTATES","3,034","06035-100-036","$850,000","4","3","0","2006","Private","Single Family Residence","Fee Simple","$7,895.00","51","51","51","Conventional","02/14/2024","$294.99","$280.16","0.95","MAIN & FIELD REAL ESTATE, LLC","Jane Clemons","259500411","276616179","Gainesville-Alachua","Gainesville-Alachua"
"1","GC525236","SLD","13569 NW 9TH RD","NEWBERRY","32669","ARBOR GREENS PH 1","3,195","04338-010-025","$851,000","4","4","0","2017","Private, Community","Single Family Residence","Fee Simple","$10,074.00","4","4","4","Cash","11/22/2024","$266.01","$266.35","1.00","COLDWELL BANKER M.M. PARRISH REALTORS","Rana Schafer","259503515","259500037","Gainesville-Alachua","Gainesville-Alachua"
"1","GC518200","SLD","10843 SW 34TH RD","GAINESVILLE","32608","OAKMONT","3,226","04427-111-443","$857,495","4","3","1","2023","Community","Single Family Residence","Co-op","$0.00","153","153","153","Conventional","06/27/2024","$282.79","$265.81","0.94","ICI SELECT REALTY","Ali Kargar","253004979","253001996","Gainesville-Alachua","Tampa"
"1","GC520355","SLD","1445 SW 88TH ST","GAINESVILLE","32607","COBBLEFIELD/PEMBRIDGE","3,664","06672-300-143","$860,000","4","3","1","2006","Private, Community","Single Family Residence","Fee Simple","$14,338.41","3","3","3","Conventional","05/13/2024","$231.96","$234.72","1.01","CAMPUS TO COAST REALTY, INC","Megan Ryals","259505357","259504874","Gainesville-Alachua","Gainesville-Alachua"
"1","GC516822","SLD","3959 NW 32ND PL","GAINESVILLE","32606","VALLEY WOODS","4,535","06100-001-000","$860,000","4","2","1","1980","Private","Single Family Residence","Fee Simple","$9,308.66","626","157","158","Cash","04/24/2024","$198.02","$189.64","0.96","RE/MAX PROFESSIONALS","Robert Ryczek","278000920","259506015","Gainesville-Alachua","Gainesville-Alachua"
"1","GC521473","SLD","11108 SW 3RD AVE","GAINESVILLE","32608","NOT IN SUBDIVISION","2,600","04330-019-001","$865,000","4","3","0","2024","None","Single Family Residence","Fee Simple","$804.81","23","23","24","Cash","08/27/2024","$332.69","$332.69","1.00","ENGEL & VOLKERS GAINESVILLE","Richelle Pace","259500797","259500046","Gainesville-Alachua","Gainesville-Alachua"
"1","GC517476","SLD","6608 NW 56TH LN","GAINESVILLE","32653","MILLHAMMOCK REPLAT #1","4,159","06026-004-013","$865,000","4","3","2","1986","Private","Single Family Residence","Fee Simple","$7,560.57","160","160","160","Conventional","05/31/2024","$216.37","$207.98","0.96","CAMPUS TO COAST REALTY, INC","Megan Ryals","259505357","259506544","Gainesville-Alachua","Gainesville-Alachua"
"1","GC519912","SLD","3065 SW 91ST TER","GAINESVILLE","32608","HAILE PLANTATION UNIT 36 PH 2 REP","3,450","06860-362-021","$873,000","4","4","1","2007","Private","Single Family Residence","Fee Simple","$12,956.50","73","73","98","Conventional","07/23/2024","$253.62","$253.04","1.00","RABELL REALTY GROUP LLC","Kristen Rabell","259504030","261010896","Gainesville-Alachua","Gainesville-Alachua"
"1","GC519051","SLD","4845 SW 91ST WAY","GAINESVILLE","32608","HAILE PLANTATION UNIT 30 PH 1","3,545","06860-301-013","$875,000","4","4","0","2004","None","Single Family Residence","Fee Simple","$7,050.81","57","57","57","Cash","04/18/2024","$251.06","$246.83","0.98","MATCHMAKER REALTY OF ALACHUA COUNTY","Craig Dupler","259505077","259504926","Gainesville-Alachua","Gainesville-Alachua"
"1","GC511922","SLD","702 SW 142ND WAY","NEWBERRY","32669","WIMBERLEY SUB PB 37 PG 62","3,330","04343-010-039","$877,239","3","3","1","2024","None","Single Family Residence","Fee Simple","$1,862.00","0","0","6","Conventional","08/05/2024","$263.44","$263.44","1.00","BHGRE THOMAS GROUP","Tiffany Thomas","259503896","259500060","Gainesville-Alachua","Gainesville-Alachua"
"1","GC524347","SLD","2616 SW 4TH PL","GAINESVILLE","32607","GOLFVIEW","2,412","06460-046-000","$880,000","5","4","0","1935","None","Single Family Residence","Fee Simple","$2,496.49","85","85","86","Conventional","12/13/2024","$393.86","$364.84","0.93","ARISTA REALTY","Mike Hastings","259503533","259506003","Gainesville-Alachua","Gainesville-Alachua"
